,logFC,p-value,-log10(p-value)
33,0.0017159895134573055,0.9768503121924816,0.010171980364501822
34,0.011905390529644677,0.11714474102039722,0.9312772034143317
35,-0.028032299388998982,0.7979919997786089,0.09800146262097553
36,0.021054157085852232,0.4064136269946398,0.3910317386440219
37,0.008908814234886542,0.905648449745343,0.04304035195283175
38,-0.07719381346419274,0.07309031173223601,1.1361401858338924
39,0.020470362771590533,0.13755326478267185,0.8615290973115755
40,-0.018311898243686286,0.05381944020026142,1.2690608238372554
41,-0.019409845702749173,0.6090270773940266,0.21536339816943886
42,-0.062142565231177116,0.376216671481347,0.4245619632462207
43,-0.06009358854560798,0.18709482463610597,0.7279382256644338
44,0.004458235583821857,0.8738297899239595,0.058573153745172975
45,0.036931338122154767,0.10053651011747877,0.9976761943320035
46,-0.052408303214710905,0.30096221200623796,0.5214880298127927
47,-0.05569892926440545,0.12116185480288603,0.91663408690329
48,0.00873781239330329,0.6252896075692982,0.20391878931519541
49,0.06259116009202659,0.4682396040819759,0.32953185610958974
50,0.01691144163172309,0.9146213227309308,0.03875867805216888
51,0.14273534252367526,0.23392268949356704,0.6309276514531647
52,0.02960764097988955,0.3639285049963517,0.4389839266127481
53,0.007415710802961772,0.03613964150093238,1.442016159880761
54,0.0946579142958881,0.3955693855876202,0.4027773272488919
55,-0.10005858684524593,0.20376710637526177,0.6908659217657543
56,-0.012423253794719535,0.7105781957584657,0.14838812305984195
57,-0.1362488324675737,0.002234469723796039,2.65082552548668
58,0.03682497602166368,0.0015333440706404165,2.814360381861856
59,-0.056679559183649975,0.00971248110425384,2.012669813115227
60,-0.03807658281663073,0.15445727166254258,0.8111916408194622
61,0.014412824759186371,0.23557104616203522,0.6278780893721451
62,0.022560861059676807,0.2661859700148024,0.5748148388152384
63,0.008676874404782264,0.9112291467974868,0.04037239725768094
64,-0.04438478083036301,0.5509772689312864,0.25886631799276305
65,-0.0382566749314206,0.0036871283831081325,2.4333117403150313
66,0.07264416373739024,0.014654171598400127,1.834038727236624
67,-0.1417984710488076,0.02817217084828835,1.5501796865212267
68,-0.1888666616408976,0.29985087782926584,0.5230946754043303
69,0.0414715666880876,0.1490144937605675,0.8267714882715569
70,-0.09818972183006691,0.07868970301267239,1.1040820937826383
71,-0.020749195839040002,0.02056581917483196,1.6868539870532362
72,-0.008399982804043304,0.8476439334976541,0.07178654183720821
73,-0.07494721210587452,0.019567196640853008,1.7084713905207194
74,0.08473061392493886,0.18099706603736704,0.7423284649877712
75,-0.08621105539411378,0.4836387958106328,0.3154788688313555
76,0.04050039132372785,0.03628659187718747,1.4402538198522836
77,-0.04040414617922172,0.4754735215006905,0.3228736633455544
78,-0.17352754135400916,0.06845292924185682,1.1646079627768116
79,0.07720183188020613,0.1669434584505523,0.7774305937673696
80,0.0043540193011994965,0.9039290674208984,0.04386564788341959
81,-0.06237732274665442,0.1198046923898991,0.9215261716033786
82,0.11736236146312651,0.2529298692346282,0.5969998805101066
83,-0.08543647029682644,0.29351474897365654,0.5323700707811503
84,-0.04390319710199808,0.5488323726134112,0.260560279894741
85,-0.05620888416280323,0.36661788973828074,0.43578634672499117
86,-0.017054635920503713,0.8504589362855992,0.07034665109915783
87,0.01985969718404368,0.9003473671400166,0.04558990108685549
88,0.06124072166871164,0.6368291041901077,0.1959770968088146
89,-0.03017820182384634,0.42102154437135364,0.3756956800261026
90,0.06663136366192068,0.5500005320688726,0.25963689037036786
91,-0.10305482069531013,0.18464859153997074,0.7336540007059437
92,0.011535027843563306,0.898562548300842,0.04645168657232567
93,-0.04583764511384425,0.5019481295628924,0.2993411597643875
94,-0.02418661873517758,0.4188268514098929,0.37796548304542266
95,-0.03811004852984601,0.2147958594505783,0.6679740946442586
96,0.008346204547719616,0.2904637651276262,0.5369080374101093
97,-0.030622271174468363,0.7133825356780132,0.14667752683325255
98,-0.029556969193241578,0.2080453807084143,0.6818419225296121
99,-0.02771985810125699,0.671811962287499,0.1727522673755707
100,0.023915105168119677,0.7653146918702237,0.11615994936893781
101,-0.0008416185168980128,0.9901736744559415,0.004288624349212848
102,-0.02690071797602478,0.3528932208095754,0.4523566844943016
103,0.008308980156694012,0.40131923605470005,0.3965100231413376
104,3.423038781358301e-05,0.9989038485602253,0.00047631362527648875
105,-0.45937156596599493,0.02475040846123316,1.6064176294174488
106,-0.05605813528062553,0.19931314155374363,0.7004640654936064
107,-0.03115168166295712,0.1832951280029356,0.7368490784614647
108,-0.06166232930995452,0.4515184607067622,0.3453244884973681
109,0.015340025567456728,0.47518102743847357,0.32314090776438226
110,0.13309044870172437,0.09173316856141699,1.0374736052390192
111,-0.08229540740008057,0.2151697784199021,0.6672187273698005
112,-0.052529982952368215,0.3255434456473259,0.48739104412864626
113,0.023909583747716123,0.013604776423168728,1.8663085908913488
114,-0.054038045153259606,0.1781440221194208,0.7492287464485676
115,0.12206676731149635,0.3727430661213284,0.42859042667645425
116,0.016725713549837984,0.008508960716194641,2.0701234813707496
117,-0.016975402675401874,0.03337820303254557,1.4765370479460656
118,-0.035972241982386244,0.003843144447371908,2.415313291955739
119,-0.026517708975068555,0.12177765403922017,0.9144323965783838
120,0.04055940144560832,0.6935520113897735,0.1589209644211571
121,0.020276881106830125,0.4654523643284427,0.33212475929679897
122,-0.0616782621933778,0.3843013687823179,0.4153280686880089
123,-0.023720347763950045,0.22164131458648428,0.6543492826415193
124,-0.01131382303481665,0.6543869017554234,0.18416540211221094
125,-0.03788161876294183,0.7022484930330616,0.1535091840852707
126,-0.012629987894825057,0.1893102499585758,0.7228258710867227
127,0.03900182225101689,0.457655272280452,0.3394615301136275
128,0.03372486906283001,0.36039316215023676,0.4432234576169259
129,-0.03626890667189375,0.060298673868672506,1.2196922390679898
130,0.01714222495717843,0.40306486406731024,0.3946250584749749
131,-0.028359671554754495,0.1582435187584626,0.8006740685148889
132,0.05339814820076372,0.02579671260998862,1.5884356345912942
133,-0.08193473413675312,0.28555655230946064,0.5443078701719651
134,-0.18155611596727672,0.22919635899631768,0.6397922858336517
135,0.002440043282762261,0.8878904619604207,0.05164060933453476
136,0.002795326914847074,0.8473910004115184,0.07191615266966636
137,-0.09872283134350601,0.1927203378419448,0.7150724516836245
138,-0.010251577673173529,0.43691244305254967,0.35960558662000647
139,0.0072001633739757764,0.21614802851247825,0.6652487213149538
140,-0.06931177766014951,0.002970968642245233,2.5271019320306443
141,0.001664737278445294,0.9838078999563296,0.007089694387313514
142,-0.062336294533239744,0.4231987570259725,0.37345561653419873
143,0.07950765373071444,0.3754789870197796,0.42541436245930164
144,-0.03431873494153814,0.07198551415179816,1.1427548890810595
145,0.008670545520037543,0.8545183879587044,0.06827858747445906
146,-0.0033731171212827427,0.24115947244909056,0.6176956748510518
147,0.021718392446302914,0.8140100316021558,0.08937024296999325
148,-0.04277256984110389,0.0024272870766370194,2.6148788563725107
149,-0.07441797170086595,0.5488220369314838,0.26056845866137085
150,0.020719564623271403,0.39945639959410445,0.3985306167230705
151,0.04734393550452287,0.22778233619283175,0.6424799571288118
152,-0.08460099825499112,0.02373423449745099,1.6246247710614496
153,-0.10376140462655004,0.3126910584958655,0.5048845373737164
154,0.008931295851041465,0.9510707266473912,0.021787185427940458
155,0.09463304101311332,0.3405569592080937,0.4678102405765191
156,-0.03402401497176211,0.5914504462415171,0.22808163620154556
157,-0.025605917008922674,0.036894676021448455,1.4330362989174839
158,0.056039955166151234,0.0020906064650224663,2.6797277109193884
159,0.002185222114443608,0.283804160918991,0.5469812415391844
160,-0.10982292061182486,0.019416341347598787,1.7118326015259646
161,-0.004726243668216057,0.850338864177792,0.07040797132655179
162,0.06415060986841326,0.5153180685241106,0.28792462966633536
163,-0.026202185960222835,0.054247118786327424,1.2656233234412477
164,0.01730604503193156,0.2414317987149311,0.6172055300260104
165,0.000909332446051625,0.9696380791722522,0.013390337433510561
166,-0.02693792279318652,0.057621658642432044,1.2394142446864964
167,-0.06422359073568185,0.22039896356946415,0.656790452093941
168,-0.05086965785373243,0.4534254520131957,0.34349410538585334
169,0.020895274231174543,0.6701403619077599,0.17383422413850302
170,-0.12793222213324684,0.00259151328424572,2.5864465606003226
171,-0.009416418476546617,0.9167516248068868,0.037748311643836616
172,-0.22708678925184467,0.022304712501361144,1.6516033702648707
173,0.012093563291148524,0.2174619217491535,0.6626167783506941
174,-0.0048326295350173964,0.7593618721131004,0.11955121276191913
175,-0.045602076792461865,0.0027071440755493292,2.5674886302468614
176,0.014316685633274595,0.30892729653549295,0.5101437161369196
177,-0.030272172789878038,0.21815787973292644,0.6612290959353525
178,0.214040183236333,0.1323795564591473,0.8781790783593691
179,-0.04506551327148811,0.40811369609773285,0.38921883026995496
180,0.013095498022009266,0.4491304830271182,0.34762746784710763
181,0.012959894373866021,0.5708912210483503,0.243446635360059
182,-0.029051636895791155,0.341892279362901,0.4661107063632409
183,-0.11865559623419797,0.045533518983974675,1.3416687846519364
184,0.054767567060950206,0.0009404077623300956,3.0266837947712433
185,-0.1117895250010239,0.05803660881372696,1.2362979721218463
186,-0.03434940658909236,0.40732616003131433,0.3900576969790401
187,0.06783402311512532,0.45181404902044214,0.34504026895086515
188,-0.03421952369089354,0.44791477822801323,0.3488046084706955
189,-0.007409371150381983,0.8915124306587474,0.04987259693185348
190,-0.02581661981578609,0.09449445768914644,1.0245936630844632
191,-0.13973398164093442,0.0204714572554289,1.6888512410959051
192,-0.07808044510767109,0.01881352650505677,1.725529790407222
193,-0.014201808468409016,0.3961881408489409,0.4020985283960268
194,0.018103499621896724,0.06127604879184565,1.212709246691744
195,-0.08553614581508961,0.06476567524505084,1.1886551021728782
196,0.040815520323433496,0.4654329307928903,0.33214289230910404
197,-0.004333938376600344,0.35567057612386227,0.44895206159409784
198,-0.18751193468150884,0.0018336645089483473,2.73668012081464
199,0.01064369263954168,0.589176713775247,0.2297544262536484
200,-0.010504354779899305,0.010371175515278956,1.9841720159479257
201,0.008500280142151428,0.8322261880403345,0.07975862218587067
202,-0.035796802990738286,0.29717651326260786,0.5269855171305441
203,0.015799213240075716,0.5612258821469801,0.25086230875126875
204,-0.13281628349622743,0.022921785949099615,1.6397515473668793
205,-0.037199548377537806,0.5641863620449028,0.24857741616049822
206,-0.10223753269302627,0.04595745957351735,1.3376439861564315
207,-0.11973994937436139,0.19159414524168572,0.7176177662808475
208,0.05171201059066233,0.04800533120017233,1.3187105296608845
209,0.02818339539219261,0.037744612540433944,1.4231450284304008
210,-0.019182017334189005,0.5577216249039352,0.2535825159990692
211,0.042461747892588164,0.607887420979466,0.21617684338267226
212,-0.02901781550339111,0.31624647269023304,0.49997430976778046
213,-0.1233323796736503,0.010650899260863954,1.9726137229723208
214,0.010296403493821327,0.9146755922493397,0.03873290973408509
215,-0.021478530416757735,0.32739170171714155,0.4849323326947789
216,-0.03840161819714094,0.6009570715909852,0.2211565500222572
217,-0.0058025789391367155,0.7452196983154198,0.12771567396282718
218,0.024291442702879973,0.6164969091448805,0.21006909643189547
219,-0.005711050473469648,0.9322108686797155,0.030485837919085018
220,-0.03950159636376194,0.6510739187130554,0.1863697016518294
221,-0.2072172776567296,0.026403836960107712,1.5783329576180802
222,-0.06940374560880791,0.07836230687075621,1.105892787500003
223,-0.18799832219413304,0.032713222141111976,1.485276677238926
224,-0.025278043178802445,0.7287515896655574,0.13742048488167505
225,-0.17285835854759224,0.13032062679057146,0.8849868399101679
226,-0.08870863696261866,0.4257508068048834,0.3708445203692913
227,0.007907934899611835,0.8813672838353774,0.05484307444496606
228,-0.0703110674047096,0.04951428918973826,1.3052694511528369
229,-0.061802954990733294,0.14150187724190835,0.8492377985114646
230,0.01494593437499736,0.6989731878032548,0.15553948321344194
231,-0.218343890613514,0.06966256136144643,1.1570005613923973
232,-0.03369073001645129,0.4133723192727959,0.38365860847692773
233,-0.046656819089788026,0.25138484872413847,0.5996609013270393
234,-0.010090941493440475,0.7439046779053105,0.12848271030348046
235,-0.030803922428821462,0.43864005867625283,0.35789170902962036
236,-0.09285460973942472,0.2474180966846008,0.6065685383251953
237,-0.009552813640460123,0.4925565011991794,0.30754394435097143
238,-0.04741655826296043,0.1130192274567662,0.9468476656490759
239,0.10219243534665745,0.07350312992007281,1.1336941673365546
240,-0.044107343033537916,0.4557604859748914,0.34126333046531987
241,0.027904465873522355,0.03967448409800766,1.4014887118281916
242,0.04369107960555674,0.1730178098768772,0.761909189743206
243,0.012984410624352627,0.4146724438873733,0.3822948237275738
244,0.005751211259428679,0.3810697498986224,0.41899552504974436
245,-0.07322293638694832,0.4949773800191924,0.30541464744483443
246,0.09700953425666814,0.07477583604518219,1.126238722559039
247,-0.025654417200898116,0.34683863282225563,0.45987253435881337
248,-0.023635470038343875,0.8063039055307384,0.09350123658370454
249,0.0055556176577686855,0.5399919718678401,0.2676126968426141
250,0.1005905465967003,0.1337374253974752,0.8737470417345353
251,-0.002984823360118849,0.9618881172186124,0.0168754403326274
252,0.016453137347512303,0.13281973749750484,0.8767373824279818
253,-0.015170973901415419,0.5538595636040886,0.2566003408375338
254,0.04309427370551244,0.11871212087779673,0.925504935960347
255,0.07410903065980046,0.07850032171886336,1.105128563376521
256,0.04581621789914836,0.3395329037643449,0.46911813233824823
257,0.004899344485308266,0.4177366673850651,0.37909740229273214
258,-0.030546368664447154,0.002085155601732966,2.6808615308808608
259,-0.013419675713918444,0.7652106962946905,0.11621896793212556
260,-0.007086619956131024,0.041879891492532496,1.377994452214194
261,0.008154659783409901,0.7173743095851834,0.1442541802181365
262,0.037041571762917336,7.131014813642787e-05,4.146848661367802
263,-0.0758233517361675,0.29143830875774573,0.5354533620080763
264,0.043103795067877204,0.48595606005256026,0.3134029976912357
265,0.13716830007144765,0.19089216739913434,0.7192118910150369
266,0.004317466218056065,0.6900497032345372,0.1611196265626347
267,-0.03670930248860049,0.011712441167385141,1.9313525775977969
268,-0.09332669953235584,0.05131781681414443,1.2897318278570853
269,0.015062270726585059,0.5076314100118098,0.2944515135025337
270,-0.061639808645091776,0.3434490408904328,0.4641376920887534
271,0.013266036300747075,0.7641367690247962,0.11682890226623617
272,0.016448674746912584,0.05232749794970555,1.2812700306456692
273,-0.10021587951103417,0.0017459804315452568,2.757960628052865
274,0.03217538853164248,0.09061703348067109,1.0427901593722704
275,-0.03324873863658162,0.2382544165805943,0.6229590399916181
276,-0.08009870196635038,0.09266888398277681,1.0330660671832708
277,-0.031528599367443455,0.11336380092812412,0.9455256012359231
278,0.014188615237666902,0.3550123120166294,0.44975658511909444
279,0.029041280381690182,0.08145970005552355,1.0890571933719315
280,-0.06930204182363253,0.37972390545314527,0.4205320610651467
281,-0.1983440364018576,0.1188206127435551,0.9251082123493449
282,-0.07741502398700195,0.0025607323582421035,2.591635810603297
283,0.19770209122084514,0.14009597858183997,0.8535743308440056
284,0.010459117279269403,0.3315071879099813,0.47950705055996756
285,-0.0813952417286985,0.04651807352930693,1.3323782791739347
286,0.02891843940901584,0.5925873639747108,0.22724761342728886
287,-0.010837356070725335,0.10988809718771188,0.9590493467543999
288,0.08722395767016833,0.08455181536833721,1.0728770634537297
289,-0.026558892812575507,0.6795979766230015,0.16774792283238196
290,-0.009107422677248511,0.876622874548354,0.05718720107823502
291,0.0942251678076107,0.013733013967333263,1.8622341382378098
292,0.022596862160780606,0.04552617611130086,1.3417388259383065
293,-0.04540944532199731,0.29015563932909927,0.5373689842732946
294,0.06687780532393228,0.15496786926498504,0.8097583382647723
295,-0.04543435081697034,0.5198257173577252,0.284142238435882
296,-0.050956397103786966,0.4076388819666946,0.38972439822247323
297,-0.04726107282434189,0.3429455435529909,0.4647748362605748
298,0.014539285546876446,0.6147799361137731,0.21128031452502655
299,0.007832558787915112,0.14396614757290455,0.8417396165899429
300,0.10049935268911181,0.11836295556571659,0.9267841988860609
301,0.01497189360840201,0.8358385579666838,0.07787759834444402
302,-0.006237389886711409,0.9045926736333797,0.04354693396073955
303,-0.04126845439172078,0.047804481454598195,1.320531388329869
304,-0.028340242030184815,0.14597379421304393,0.8357251034634481
305,-0.01727807091760436,0.6957165831350842,0.15756764465409973
306,-0.01974188603643867,0.6842172319802272,0.16480599232621912
307,-0.07636101235420867,0.47623744254547784,0.3221764626656281
308,-0.025442803092951216,0.4229867241675153,0.37367326314805344
309,-0.05359822277150217,0.6501630641638299,0.1869777064570421
310,-0.04021298396865847,0.010187404313154782,1.9919364574140803
311,0.002120125874165879,0.8514855317335869,0.06982272708088633
312,0.0074829495100936505,0.7214862997995752,0.14177191124815322
313,0.008052968324907983,0.06304537261033862,1.2003467841669608
314,0.012976607357635395,0.8882750600139817,0.051452531350860024
315,-0.090872669821632,0.5844277369841943,0.23326918059995302
316,0.011214439914191576,0.24276059501989164,0.6148218067000296
317,-0.08890924485580909,0.28560279284042683,0.5442375500147155
318,-0.04140442702750846,0.33128778781243223,0.479794573123249
319,-0.08661681342241412,0.09988319226087576,1.000507586073107
320,0.054584240110431725,0.0023979638695178305,2.6201573647681315
321,0.018529488975848274,0.3425277000900643,0.46530430151514884
322,-0.06134425980608604,0.3163386332259053,0.4998477661232951
323,0.003149142103064939,0.6923679431000651,0.15966304833136896
324,0.1343823848129504,0.12184038804877541,0.9142087264877271
325,-0.0066366057861517724,0.11408232767318789,0.9427816262956088
326,-0.03499829935629917,0.017310135157824084,1.761699541132808
327,0.028841549074198003,0.42053371197327427,0.3761991833687836
328,-0.07356933594113135,0.004680118506770231,2.329743149877848
329,0.01626468228654243,0.8524161311722066,0.06934834026615613
330,-0.04924468369467094,0.5745441049746516,0.2406766270072089
331,0.010820963800138639,0.041386132696507906,1.3831451541026525
332,0.03138399859624119,0.03921361897656799,1.4065630753476845
333,0.010190758096085162,0.3996997869963979,0.3982660831792588
334,-0.06583426059720798,0.0019071363046154915,2.7196182664574504
335,0.14337448494377458,0.12321803949589055,0.9093257054832843
336,-0.012779892233195866,0.8024897018897469,0.09556053205848396
337,0.010876005029518687,0.40699130446693643,0.3904148695520989
338,-0.011075809414986537,0.885482393867613,0.05282006950739981
339,0.10320152882951383,0.1866459196054997,0.7289815000435207
340,0.1178607691248752,0.15896610551775914,0.798695465338663
341,-0.03206159869095426,0.3056055772373481,0.5148387242413005
342,-0.0012669104853424429,0.8067536651185608,0.09325905290000931
343,-0.06963296022330523,0.0069870721801848085,2.1557047702286902
344,0.029215316699378047,0.0035455496266178594,2.4503164314809665
345,-0.061379051828056586,0.1379092042275074,0.8604067475165371
346,0.2392232718782097,0.012239786484428045,1.9122261581253834
347,-0.010203750449665261,0.8276554840485296,0.08215040296472628
348,0.011246875657469069,0.5730382522842725,0.24181638640697659
349,0.01070811533605287,0.036568234786843436,1.4368960033162101
350,-0.05680956586424912,0.7011340261014614,0.1541989560238595
351,0.0833707678683755,0.011605117218322575,1.9353504685632057
352,-0.04787729962405418,0.35194786326065264,0.45352166713334213
353,-0.012038913949822039,0.13015866820909222,0.8855269037743425
354,0.10920910285757479,0.5944591524218086,0.22587798206678894
355,-0.13215893720156346,0.05287419440139222,1.2767562365378522
356,-0.013866337617713054,0.5695056057224169,0.24450199674321096
357,-0.03274459517877837,0.01414264603666898,1.8494693280486074
358,0.01847328066116738,0.33665886627170966,0.47280994343523486
359,-0.004785923431212424,0.7286631170312738,0.13747321273839208
360,0.08193666389238707,0.44566992496191343,0.3509866723167507
361,0.009732302641490609,0.6647339675509625,0.17735212844259954
362,0.04025748747820668,0.7916351008373586,0.10147495756567818
363,-0.03533947811054361,0.733997347863657,0.1343055093077168
364,0.0032870627118324336,0.4107512003157114,0.386421158776094
365,0.004348009716617529,0.9379853387799805,0.027803949826387852
366,-0.0806101340069012,0.0030996131878327318,2.508692499995215
367,0.0721802935502378,0.13426708182850083,0.8720304499715359
368,-0.06403504750031264,0.02878646256012663,1.5408117003531494
369,0.12224342855348436,0.38800486348853974,0.41116283066095294
370,-0.02003161326793501,0.6532801775384253,0.18490051939519647
371,-0.03494969057069719,0.46151074976553264,0.33581817869119857
372,-0.1560813048423113,0.016197352621788126,1.79055596296994
373,-0.10477217898099145,0.1186876744991961,0.9255943794019426
374,-0.10696466764071966,0.3416119428030778,0.46646695471953636
375,-0.23718668886800343,0.003169727251006778,2.4989781063875793
376,0.016330841378676908,0.08659872347790941,1.0624885097215213
377,-0.02809455361375157,0.5864912060261764,0.231738495403419
378,0.003953845961885083,0.6829328316820851,0.16562200827205123
379,-0.010114242965549636,0.8678210854555646,0.061569802022257744
380,-0.013546564179583775,0.08664318769527586,1.0622655779316599
381,-0.06359793037072725,0.3874072247334242,0.41183228441039754
382,-0.1345513766724169,0.015075229297146414,1.8217360734347057
383,-0.049066347169457014,0.4813758609318774,0.31751569164082133
384,-0.055451792626736385,0.13799285653652174,0.8601433950992625
385,0.014499040952525188,0.31032167468901056,0.5081878896781931
386,-0.009268314043768822,0.1617225788576029,0.7912293419444926
387,0.009913791083910883,0.26045685999561907,0.5842641994944494
388,0.007104492628563719,0.9228714204772597,0.0348588030554478
389,-0.03636275577120429,0.01933863684707745,1.7135741419725996
390,-0.03388480455160536,0.0007402807531150493,3.1306035418842972
391,-0.0781219112841125,0.15115027002884296,0.8205910726215813
392,0.02074614966215904,0.20035991558266167,0.6981891599631179
393,0.060162263000781646,0.17501220651049598,0.7569316596835552
394,-0.011279771282371787,0.6982060102235423,0.1560164170576679
395,-0.007053921000916841,0.28705457726149025,0.5420355236489717
396,0.01718679578750537,0.01282240652076061,1.8920304583893934
397,0.0016220112135219011,0.7019040728975097,0.15372223752541064
398,-0.022266135016246746,0.011866215936292987,1.9256877528224992
399,-0.013431700051234507,0.46975126161819686,0.3281320448344929
400,0.0680290467912581,0.5042779602764955,0.29733001248624885
401,0.19307588218890714,0.18554341350794934,0.7315544577955175
402,0.014079493648220698,0.05284614943849627,1.2769866514698174
403,0.01919046021655646,0.04327703561376472,1.36374249514446
404,-0.004772395479973213,0.9064637204249884,0.042649573073748066
405,-0.05799479659334006,0.23501948758180932,0.6288961249693298
406,0.08809677107163427,0.4731604581595021,0.32499155635322574
407,-0.06885966303548496,0.031889385759769434,1.4963538458781385
408,-0.036191210866812096,0.17782511469751713,0.7500069025093036
409,-0.03025243683063783,0.5737873178495057,0.2412490549900656
410,-0.033737679687242395,0.4678831232677685,0.32986261970174496
411,-0.10841417331282477,0.0023671670885267544,2.625771085939086
412,-0.011868478035914176,0.5692809942540312,0.24467331509655138
413,-0.0300023611853808,0.6056385048509065,0.21778652136683413
414,0.018445742640699425,0.5042991088902825,0.29731179924989887
415,-0.007570464441136071,0.4045705821589901,0.39300569959414255
416,-0.029095259454445355,0.35001065185239344,0.4559187385916564
417,0.015579712758715392,0.7058533007016359,0.15128555010385986
418,-0.03562951771605549,0.8255272929584546,0.0832685638484207
419,-0.09689884210201605,0.4577316224745987,0.3393890832208939
420,0.004362334060035167,0.7887747483682099,0.10304700123607095
421,0.05165271477257072,0.01840738256689828,1.7350079614996787
422,0.007528936910888184,0.6974043793203778,0.15651532981822544
423,0.02080093965981744,0.8371599876022833,0.07719153711644207
424,0.011238965283457247,0.4029994010335584,0.3946955993378328
425,-0.0006682290000945557,0.9929352666527755,0.0030790639435756603
426,0.01775318999743858,0.3059602154306877,0.514335041957073
427,0.026248139597720765,0.43506513011030845,0.36144572343571124
428,0.010885287865740167,0.2574822313031871,0.5892527359945877
429,-0.012730799014848415,0.5996610725444826,0.22209414280445192
430,0.03831008177600159,0.3966903073532761,0.4015484108553513
431,0.011873980668537065,0.029970565349517118,1.523305064666639
432,-0.10955187826054447,0.1784995977301923,0.7483627582843067
433,-0.02692666477735628,0.337762953263122,0.471387986723918
434,-0.06490908909504345,0.19145168490847705,0.717940807204859
435,-0.057566758551607755,4.676213017837247e-05,4.33010571342891
436,-0.002297000606942934,0.8353160456921979,0.07814917609605816
437,0.030653849851614456,0.010541238147539626,1.97710837498084
438,-0.13216372442044122,0.010019862733689204,1.999138228010656
439,0.021439695106960865,0.17229785349180105,0.7637201330132192
440,-0.09610164677424793,0.0002372941599183445,3.624712950136843
441,0.04281088751326401,0.6566366191551625,0.18267490129970407
442,0.0333270028151742,0.5342703570727961,0.27223892111344994
443,0.015582956936995185,0.12247095652546536,0.9119668902073461
444,-0.00664479452200073,0.6617916920092922,0.17927868918155673
445,-0.05969027682618577,0.29831871965070567,0.5253194935842214
446,-0.040474203740696435,0.47543455899274634,0.3229092529100093
447,-0.01951546043625285,0.32417364546158944,0.4892222951501915
448,-0.029936877489620706,0.2574221525596904,0.5893540824492555
449,-0.03253504468970547,0.45094682983793977,0.34587466182329435
450,-0.0461567322522356,0.030009612200745557,1.5227396167099185
451,0.0009208382058205622,0.9559650816360499,0.019557970830321656
452,0.0011526024293839754,0.8665157074692391,0.06222356035296539
453,-0.06136052539992232,0.14728961394991524,0.831827876125925
454,0.04140610756224827,0.6511664707430518,0.18630796982979486
455,-0.1450091004737537,0.12135946014148327,0.9159263641436752
456,0.045455599095821864,0.007748434912034128,2.1107860107464718
457,-0.06372350994483789,0.08968430218680268,1.047283566657803
458,0.08977936437312195,0.12398908994484047,0.9066165276216995
459,-0.062175733335340766,0.18345627966656514,0.7364674178526462
460,0.07139305497164683,0.44900555937160663,0.3477482817372903
461,0.06622557375110771,0.1927274879910168,0.7150563391512453
462,-0.024354792150704352,0.004428297419959326,2.353763218075753
463,-0.026364333461847078,0.013240344146224409,1.8781007264624971
464,0.0005288931689775289,0.9564263522216172,0.01934846636349088
465,0.010914547824562693,0.5297626300148333,0.27591868052493085
466,0.055400242853758996,0.39148953721613283,0.4072798402216646
467,0.01698317207033595,0.1294822296352172,0.8877898308177006
468,0.003210036631059676,0.6359420041759534,0.19658248877740372
469,0.02924315727070459,0.5423286114218834,0.26573748305326617
470,0.07536864673498345,0.19576209529462626,0.7082713952601482
471,-0.034961445951384285,0.5904401679989084,0.2288241048657847
472,-0.042133156501684255,0.6443736162927711,0.19086224996144302
